[29-Apr-2022 09:38:33 UTC] PHP Parse error:  syntax error, unexpected '?>' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\templates\front\vendor-list.php on line 35
[16-May-2022 13:12:49 UTC] PHP Fatal error:  Uncaught Error: Call to a member function add_rewrite_tag() on null in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php:176
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-post-type.php(615): add_rewrite_tag('%product%', '([^/]+)', 'product=')
#1 C:\xampp\htdocs\meet_demo\wp-includes\post.php(1691): WP_Post_Type->add_rewrite_rules()
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php(180): register_post_type('product', Array)
#3 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(217): include_once('C:\\xampp\\htdocs...')
#4 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(92): WCVendors_Pro->load_dependencies()
#5 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\wcvendors-pro.php(115): WCVendors_Pro->__construct()
#6 C:\xampp\htdocs\meet_demo\wp-conten in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php on line 176
[16-May-2022 13:12:49 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[16-May-2022 13:12:49 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[16-May-2022 13:13:00 UTC] PHP Notice:  Undefined variable: labels in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 180
[16-May-2022 13:13:00 UTC] PHP Fatal error:  Uncaught Error: Call to a member function add_rewrite_tag() on null in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php:176
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-post-type.php(615): add_rewrite_tag('%product%', '([^/]+)', 'product=')
#1 C:\xampp\htdocs\meet_demo\wp-includes\post.php(1691): WP_Post_Type->add_rewrite_rules()
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php(180): register_post_type('product', Array)
#3 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(217): include_once('C:\\xampp\\htdocs...')
#4 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(92): WCVendors_Pro->load_dependencies()
#5 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\wcvendors-pro.php(115): WCVendors_Pro->__construct()
#6 C:\xampp\htdocs\meet_demo\wp-conten in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php on line 176
[16-May-2022 13:13:00 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[16-May-2022 13:13:00 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[16-May-2022 13:13:38 UTC] PHP Notice:  Undefined variable: labels in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 180
[16-May-2022 13:13:38 UTC] PHP Fatal error:  Uncaught Error: Call to a member function add_rewrite_tag() on null in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php:176
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-post-type.php(615): add_rewrite_tag('%hardware%', '([^/]+)', 'hardware=')
#1 C:\xampp\htdocs\meet_demo\wp-includes\post.php(1691): WP_Post_Type->add_rewrite_rules()
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php(180): register_post_type('hardware', Array)
#3 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(217): include_once('C:\\xampp\\htdocs...')
#4 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(92): WCVendors_Pro->load_dependencies()
#5 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\wcvendors-pro.php(115): WCVendors_Pro->__construct()
#6 C:\xampp\htdocs\meet_demo\wp-con in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php on line 176
[16-May-2022 13:13:38 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[16-May-2022 13:13:38 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[16-May-2022 13:13:55 UTC] PHP Notice:  Undefined variable: labels in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 180
[16-May-2022 13:13:55 UTC] PHP Fatal error:  Uncaught Error: Call to a member function add_rewrite_tag() on null in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php:176
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-post-type.php(615): add_rewrite_tag('%hardware%', '([^/]+)', 'hardware=')
#1 C:\xampp\htdocs\meet_demo\wp-includes\post.php(1691): WP_Post_Type->add_rewrite_rules()
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php(180): register_post_type('hardware', Array)
#3 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(217): include_once('C:\\xampp\\htdocs...')
#4 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\includes\class-wcvendors-pro.php(92): WCVendors_Pro->load_dependencies()
#5 C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\wcvendors-pro.php(115): WCVendors_Pro->__construct()
#6 C:\xampp\htdocs\meet_demo\wp-con in C:\xampp\htdocs\meet_demo\wp-includes\rewrite.php on line 176
[16-May-2022 13:13:55 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[16-May-2022 13:13:55 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 05:41:48 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:41:48 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:42:10 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:42:10 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:46:22 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:46:22 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:46:56 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:46:56 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:47:30 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:47:30 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:48:14 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:48:14 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:48:20 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:48:20 UTC] The Automattic\WooCommerce\Admin\API\Options::get_options function is deprecated since version 3.1.
[17-May-2022 05:48:40 UTC] PHP Fatal error:  Uncaught Error: Cannot access private const Automattic\WooCommerce\Internal\DataStores\Orders\CustomOrdersTableController::CUSTOM_ORDERS_TABLE_USAGE_ENABLED_OPTION in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\DataSynchronizer.php:158
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\DataSynchronizer.php(129): Automattic\WooCommerce\Internal\DataStores\Orders\DataSynchronizer->get_current_orders_pending_sync_count()
#1 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\CustomOrdersTableController.php(307): Automattic\WooCommerce\Internal\DataStores\Orders\DataSynchronizer->get_sync_status()
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\CustomOrdersTableController.php(90): Automattic\WooCommerce\Internal\DataStores\Orders\CustomOrdersTableController->get_settings(Array, 'custom_data_sto...')
#3 C:\xampp\htdocs\meet_demo\wp-includes\ in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\DataSynchronizer.php on line 158
[17-May-2022 05:49:30 UTC] PHP Fatal error:  Uncaught Error: Class 'WC_Payment_Gateway' not found in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php:26
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\class-wc-vendors.php(364): require_once()
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): WC_Vendors->include_gateways('')
#2 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters(NULL, Array)
#3 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#4 C:\xampp\htdocs\meet_demo\wp-settings.php(450): do_action('plugins_loaded')
#5 C:\xampp\htdocs\meet_demo\wp-config.php(107): require_once('C:\\xampp\\htdocs...')
#6 C:\xampp\htdocs\meet_demo\wp-load.php(50): require_once('C:\\xampp\\htdocs...')
#7 C:\xampp\htdocs\meet_demo\wp-admin\admin-ajax.php(22): require_once('C:\\xampp\\htdocs...')
#8 {main}
  thrown in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\classes\gateways\WCV_Gateway_Test\class-wcv-gateway-test.php on line 26
[17-May-2022 05:50:09 UTC] PHP Notice:  Undefined index: black in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\ProductAttributesLookup\LookupDataStore.php on line 535
[17-May-2022 05:50:09 UTC] PHP Notice:  Undefined index: blue in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\ProductAttributesLookup\LookupDataStore.php on line 535
[17-May-2022 06:07:44 UTC] PHP Parse error:  syntax error, unexpected 'WCV_Vendors' (T_STRING), expecting ';' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 165
[17-May-2022 06:07:44 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:07:44 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:07:54 UTC] PHP Parse error:  syntax error, unexpected 'WCV_Vendors' (T_STRING), expecting ';' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 165
[17-May-2022 06:08:07 UTC] PHP Parse error:  syntax error, unexpected 'WCV_Vendors' (T_STRING), expecting ';' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 165
[17-May-2022 06:08:07 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:08:07 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:19:31 UTC] PHP Parse error:  syntax error, unexpected ')', expecting '{' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:19:33 UTC] PHP Parse error:  syntax error, unexpected ')', expecting '{' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:19:33 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:19:33 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:32:44 UTC] PHP Fatal error:  Uncaught ArgumentCountError: Too few arguments to function wcvendor_change_archive_link(), 2 passed in C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php on line 307 and exactly 5 expected in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php:155
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): wcvendor_change_archive_link('http://localhos...', Object(WC_Product_Simple))
#1 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(189): WP_Hook->apply_filters('http://localhos...', Array)
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php(1198): apply_filters('woocommerce_loo...', 'http://localhos...', Object(WC_Product_Simple))
#3 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): woocommerce_template_loop_product_link_open('')
#4 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters('', Array)
#5 C:\xampp\htdocs\meet_demo\wp-includ in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:33:49 UTC] PHP Parse error:  syntax error, unexpected ',', expecting variable (T_VARIABLE) in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:33:49 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:33:49 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:00 UTC] PHP Parse error:  syntax error, unexpected ',', expecting variable (T_VARIABLE) in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:34:00 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:00 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:01 UTC] PHP Parse error:  syntax error, unexpected ',', expecting variable (T_VARIABLE) in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:34:01 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:01 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:02 UTC] PHP Parse error:  syntax error, unexpected ',', expecting variable (T_VARIABLE) in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:34:02 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:02 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:02 UTC] PHP Parse error:  syntax error, unexpected ',', expecting variable (T_VARIABLE) in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 155
[17-May-2022 06:34:02 UTC] PHP Notice:  is_embed was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:34:02 UTC] PHP Notice:  is_search was called <strong>incorrectly</strong>. Conditional query tags do not work before the query is run. Before then, they always return false. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.1.0.) in C:\xampp\htdocs\meet_demo\wp-includes\functions.php on line 5775
[17-May-2022 06:41:49 UTC] PHP Notice:  Undefined variable: vendor_meta in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 160
[17-May-2022 06:41:49 UTC] PHP Notice:  Trying to access array offset on value of type null in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 160
[17-May-2022 06:42:15 UTC] PHP Notice:  Undefined variable: vendor_meta in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 160
[17-May-2022 06:42:15 UTC] PHP Notice:  Trying to access array offset on value of type null in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 160
[17-May-2022 06:45:05 UTC] PHP Notice:  Undefined variable: vendor in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 160
[17-May-2022 06:45:05 UTC] PHP Fatal error:  Uncaught Error: Call to a member function vendor_shop() on null in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php:160
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): wcvendor_change_archive_link('http://localhos...', Object(WC_Product_Simple))
#1 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(189): WP_Hook->apply_filters('http://localhos...', Array)
#2 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php(1198): apply_filters('woocommerce_loo...', 'http://localhos...', Object(WC_Product_Simple))
#3 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): woocommerce_template_loop_product_link_open('')
#4 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters('', Array)
#5 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#6 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\templates\content-produc in C:\xampp\htdocs\meet_demo\wp-content\plugins\wcvendors-pro-report-product-feature_old\public\wcv-template-functions.php on line 160
[19-May-2022 05:13:29 UTC] PHP Warning:  An unexpected error occurred. Something may be wrong with WordPress.org or this server&#8217;s configuration. If you continue to have problems, please try the <a href="https://wordpress.org/support/forums/">support forums</a>. (WordPress could not establish a secure connection to WordPress.org. Please contact your server administrator.) in C:\xampp\htdocs\meet_demo\wp-includes\update.php on line 175
[19-May-2022 05:13:29 UTC] PHP Warning:  An unexpected error occurred. Something may be wrong with WordPress.org or this server&#8217;s configuration. If you continue to have problems, please try the <a href="https://wordpress.org/support/forums/">support forums</a>. (WordPress could not establish a secure connection to WordPress.org. Please contact your server administrator.) in C:\xampp\htdocs\meet_demo\wp-includes\update.php on line 413
[19-May-2022 05:13:29 UTC] PHP Warning:  An unexpected error occurred. Something may be wrong with WordPress.org or this server&#8217;s configuration. If you continue to have problems, please try the <a href="https://wordpress.org/support/forums/">support forums</a>. (WordPress could not establish a secure connection to WordPress.org. Please contact your server administrator.) in C:\xampp\htdocs\meet_demo\wp-includes\update.php on line 693
[25-May-2022 05:48:07 UTC] PHP Notice:  Undefined index: address_1 in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\packages\woocommerce-blocks\src\StoreApi\Schemas\V1\CartShippingRateSchema.php on line 243
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'status' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'currency' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'cart_tax' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'total' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'customer_id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'billing_email' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'date_created' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'date_modified' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'parent_id' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'payment_method' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
[25-May-2022 05:48:07 UTC] PHP Notice:  Trying to get property 'payment_method_title' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\src\Internal\DataStores\Orders\OrdersTableDataStore.php on line 428
